code_ind,ind_num,site,locality,site_code,year,month,genus,species_name,species,subgenus,age,sex,length_mm,mass_g,gps_prefix,gps_num,capture_gps_code,transect,capture_date,capture_time,capture_notes,release_date,release_time,processing_date,vp_time,vp_site,dbs_size,physical_exam,blood_sample_dbs,whole_body_specimen,photo,body_color,dorsal,ventral,other,observation
MAK.F.2025.08.113,113,Makay,Ampasimaiky,MAK,2025,8,,,Ptychadena mascareniensis,,Sub-Adult,M,28.88,2.25,MAK.F.00,35,MAK.F.0035,T1,16-Aug-25,18:39,,17-Aug-25,11:38,17-Aug-25,NA,NA,NA,NA,0,,,,,,,"No blood draw, too small"
MAK.F.2025.08.114,114,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.42,2.78,MAK.F.00,36,MAK.F.0036,T1,16-Aug-25,18:40,,17-Aug-25,11:40,17-Aug-25,7:31,F.V.,Large,5,1,,,,,,,Similar to 110
MAK.F.2025.08.115,115,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,42.86,6.53,MAK.F.00,37,MAK.F.0037,T1,16-Aug-25,18:43,,17-Aug-25,11:41,17-Aug-25,7:34,F.V.,Large,5,1,,,,,,,Similar to 110
MAK.F.2025.08.116,116,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.26,3.78,MAK.F.00,37,MAK.F.0037,T1,16-Aug-25,18:45,,17-Aug-25,11:41,17-Aug-25,8:47,F.V.,Small,5,1,,,,,,,"Similar to 110, but lighter color, discontinuous dorsal line"
MAK.F.2025.08.117,117,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,30.67,2.31,MAK.F.00,37,MAK.F.0037,T1,16-Aug-25,18:45,,17-Aug-25,11:42,17-Aug-25,8:50,F.V.,Small,5,1,,,,,,,Similar to 110
MAK.F.2025.08.118,118,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,35.58,3.65,MAK.F.00,38,MAK.F.0038,T1,16-Aug-25,18:48,,17-Aug-25,11:42,17-Aug-25,8:53,F.V.,Medium,5,1,,,,,,,Similar to 110
MAK.F.2025.08.119,119,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,37.44,3.91,MAK.F.00,39,MAK.F.0039,T1,16-Aug-25,18:51,,17-Aug-25,11:44,17-Aug-25,8:55,F.V.,Small,5,1,,,,,,,Similar to 110
MAK.F.2025.08.120,120,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.59,3.46,MAK.F.00,40,MAK.F.0040,T1,16-Aug-25,18:54,,17-Aug-25,11:46,17-Aug-25,8:58,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.121,121,Makay,Ampasimaiky,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,M,31.53,2.84,MAK.F.00,40,MAK.F.0040,T1,16-Aug-25,18:55,,17-Aug-25,11:46,17-Aug-25,9:01,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.122,122,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,39.1,4.1,MAK.F.00,41,MAK.F.0041,T1,16-Aug-25,18:58,,17-Aug-25,11:47,17-Aug-25,9:04,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.123,123,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35,2.92,MAK.F.00,42,MAK.F.0042,T1,16-Aug-25,19:00,,17-Aug-25,11:47,17-Aug-25,9:07,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.124,124,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Adult,F,44.1,5.79,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:08,"P.7486-7489, on canyon wall at night",17-Aug-25,12:08,17-Aug-25,9:11,F.V.,Medium,5,1,,,,,,,"Tan, beige color"
MAK.F.2025.08.125,125,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Juvenile,F,25.64,0.99,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:10,"P7484-7485, same as 124",17-Aug-25,12:08,17-Aug-25,NA,NA,NA,5,0,,,,,,,"Orange/red. Too small,no blood sample "
MAK.F.2025.08.126,126,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,30.73,2.64,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:15,,17-Aug-25,12:08,17-Aug-25,9:17,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.127,127,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,33.75,2.38,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:15,,17-Aug-25,12:08,17-Aug-25,9:19,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.128,128,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,38.41,4.32,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:17,,17-Aug-25,12:08,17-Aug-25,9:22,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.129,129,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,34.45,3.91,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:17,,17-Aug-25,12:08,17-Aug-25,9:25,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.130,130,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,36.51,4.23,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:20,,17-Aug-25,12:08,17-Aug-25,9:28,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.131,131,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Sub-Adult,F,37.3,4.02,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:25,,17-Aug-25,12:08,17-Aug-25,9:32,F.V.,Medium,5,1,,,,,,,Similar to 124
MAK.F.2025.08.132,132,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,36.32,3.3,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:28,,17-Aug-25,12:08,17-Aug-25,9:37,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.133,133,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Sub-Adult,F,34.06,2.48,MAK.F.00,22,MAK.F.0022,Canyon.T1,16-Aug-25,19:30,,17-Aug-25,12:08,17-Aug-25,9:43,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.134,134,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Sub-Adult,F,38.14,3.77,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:22,P.7682-7684,18-Aug-25,15:30,18-Aug-25,6:54,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.135,135,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,33.82,2.7,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:27,P.7685-7686,18-Aug-25,15:30,18-Aug-25,6:59,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.136,136,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,37.32,3.33,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:30,P.7687-7689,18-Aug-25,15:30,18-Aug-25,7:04,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.137,137,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,32.56,2.74,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:30,P.7690-7695,18-Aug-25,15:30,18-Aug-25,7:07,F.V.,Small,5,1,,,,,,,"Check species, different from 136, visible bumps"
MAK.F.2025.08.138,138,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,35.03,2.73,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:31,,18-Aug-25,15:30,18-Aug-25,7:10,F.V.,Medium,5,1,,,,,,,Wide to narrow body shape
MAK.F.2025.08.139,139,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,38.93,4.71,MAK.F.00,,MAK.F.00,Canyon.T2,17-Aug-25,12:35,P.7700-7703,18-Aug-25,15:30,18-Aug-25,7:16,F.V.,Large,5,1,,,,,,,Similar to 137
MAK.F.2025.08.140,140,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.38,2.47,MAK.F.00,47,MAK.F.0047,T2,17-Aug-25,18:45,P7704-7707,18-Aug-25,15:16,18-Aug-25,7:19,F.V.,Small,5,1,,,,,,,Similar to 138
MAK.F.2025.08.141,141,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,42.68,5.88,MAK.F.00,47,MAK.F.0047,T2,17-Aug-25,18:48,P.7708-7712,18-Aug-25,15:16,18-Aug-25,7:22,F.V.,Large,5,1,,,,,,,"Similar to 136 (usual M. sp.), light blood"
MAK.F.2025.08.142,142,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,36.06,3.55,MAK.F.00,44,MAK.F.0044,T2,17-Aug-25,17:58,P.7713-7717,18-Aug-25,15:09,18-Aug-25,7:25,F.V.,Large,5,1,,,,,,,
MAK.F.2025.08.143,143,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,32.87,2.89,MAK.F.00,43,MAK.F.0043,T2,17-Aug-25,18:09,,18-Aug-25,15:15,18-Aug-25,7:28,F.V.,Small,5,1,,,,,,,Similar to 140
MAK.F.2025.08.144,144,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,32.05,2.29,MAK.F.00,44,MAK.F.0044,T2,17-Aug-25,18:24,,18-Aug-25,16:07,18-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 143"
MAK.F.2025.08.145,145,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,34.8,3.27,MAK.F.00,45,MAK.F.0045,T2,17-Aug-25,18:30,,18-Aug-25,14:52,18-Aug-25,7:34,F.V.,Large,5,1,,,,,,,Similar to 142
MAK.F.2025.08.146,146,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,34.88,3.11,MAK.F.00,46,MAK.F.0046,T2,17-Aug-25,18:35,,18-Aug-25,14:52,18-Aug-25,7:37,F.V.,Medium,5,1,,,,,,,Similar to 143
MAK.F.2025.08.147,147,Makay,NA,MAK,2025,8,,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA
MAK.F.2025.08.148,148,Makay,NA,MAK,2025,8,,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,NA
MAK.F.2025.08.149,149,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.63,3.4,MAK.F.00,48,MAK.F.0048,T2,17-Aug-25,18:50,,18-Aug-25,14:50,18-Aug-25,7:41,F.V.,Small,5,1,,,,,,,Similar to 145
MAK.F.2025.08.150,150,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.84,2.71,MAK.F.00,49,MAK.F.0049,T2,17-Aug-25,18:54,,18-Aug-25,14:48,18-Aug-25,7:43,F.V.,Medium,5,1,,,,,,,Similar to 143
MAK.F.2025.08.151,151,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,34.89,2.98,MAK.F.00,50,MAK.F.0050,T2,17-Aug-25,18:55,,18-Aug-25,14:48,18-Aug-25,7:46,F.V.,Small,5,1,,,,,,,"Noticeably pale, beige coloration. Similar to 143"
MAK.F.2025.08.152,152,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.12,3,MAK.F.00,50,MAK.F.0050,T2,17-Aug-25,18:58,,18-Aug-25,14:48,18-Aug-25,9:08,F.V.,Small,5,1,,,,,,,"Similar to 145, light blood"
MAK.F.2025.08.153,153,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,30.49,2.15,MAK.F.00,50,MAK.F.0050,T2,17-Aug-25,18:58,,18-Aug-25,14:48,18-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 143 "
MAK.F.2025.08.154,154,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.29,3.21,MAK.F.00,50,MAK.F.0050,T2,17-Aug-25,19:00,,18-Aug-25,14:48,18-Aug-25,9:12,F.V.,Small,5,1,,,,,,,Similar to 149
MAK.F.2025.08.155,155,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,32.7,2.28,MAK.F.00,50,MAK.F.0050,T2,17-Aug-25,19:02,,18-Aug-25,14:48,18-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 154"
MAK.F.2025.08.156,156,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,32.6,2.49,MAK.F.00,51,MAK.F.0051,T2,17-Aug-25,19:03,,18-Aug-25,14:44,18-Aug-25,9:18,F.V.,Medium,5,1,,,,,,,With dorsal vertebral line
MAK.F.2025.08.157,157,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.04,2.51,MAK.F.00,51,MAK.F.0051,T2,17-Aug-25,19:05,,18-Aug-25,14:44,18-Aug-25,9:20,F.V.,Small,5,1,,,,,,,Skinny body shape type. Similar to 150
MAK.F.2025.08.158,158,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,33.49,2.74,MAK.F.00,51,MAK.F.0051,T2,17-Aug-25,19:06,P.7718-7721,18-Aug-25,14:44,18-Aug-25,9:24,F.V.,Small,NA,1,,,,,,,
MAK.F.2025.08.159,159,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Sub-Adult,F,41.84,4.72,MAK.F.00,51,MAK.F.0051,T2,17-Aug-25,19:08,,18-Aug-25,14:43,18-Aug-25,9:27,F.V.,Large,5,1,,,,,,,Yellow spot on hind legs. Similar to 134
MAK.F.2025.08.160,160,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,31.32,2.17,MAK.F.00,52,MAK.F.0052,T2,17-Aug-25,19:09,,18-Aug-25,14:33,18-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 149"
MAK.F.2025.08.161,161,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,31.12,2.69,MAK.F.00,53,MAK.F.0053,T2,17-Aug-25,19:13,,18-Aug-25,14:33,18-Aug-25,9:32,F.V.,Small,5,1,,,,,,,Similar to 152
MAK.F.2025.08.162,162,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,33.59,2.4,MAK.F.00,53,MAK.F.0053,T2,17-Aug-25,19:13,,18-Aug-25,14:39,18-Aug-25,9:35,F.V.,Small,5,1,,,,,,,Similar to 161
MAK.F.2025.08.163,163,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,39.14,4.54,MAK.F.00,53,MAK.F.0053,T2,17-Aug-25,19:16,P.7722-7725,18-Aug-25,14:29,18-Aug-25,9:38,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.164,164,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,31.47,2.62,MAK.F.00,54,MAK.F.0054,T2,17-Aug-25,19:25,,18-Aug-25,14:39,18-Aug-25,9:41,F.V.,Large,5,1,,,,,,,Similar to 150
MAK.F.2025.08.165,165,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Sub-Adult,F,36.03,3.58,MAK.F.00,55,MAK.F.0055,T2,17-Aug-25,19:27,,18-Aug-25,16:15,18-Aug-25,9:44,F.V.,Small,5,1,,,,,,,Similar to 134
MAK.F.2025.08.166,166,Makay,Ampasimaiky,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,M,32.22,2.89,MAK.F.00,60,MAK.F.0060,T3,18-Aug-25,18:30,P.7865-7866,19-Aug-25,6:00,18-Aug-25,19:48,F.V.,Large,5,1,,,,,,,
MAK.F.2025.08.167,167,Makay,Ampasimaiky,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,M,31.08,3.23,MAK.F.00,60,MAK.F.0060,T3,18-Aug-25,18:33,P.7867-7868,19-Aug-25,6:00,18-Aug-25,19:50,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.168,168,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,36.29,3.59,MAK.F.00,60,MAK.F.0060,T3,18-Aug-25,18:33,P.7869-7871,19-Aug-25,6:00,18-Aug-25,19:53,F.V.,Medium,5,1,,,,,,,Asymetrical dorsal line
MAK.F.2025.08.169,169,Makay,Ampasimaiky,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,M,32.28,3.05,MAK.F.00,60,MAK.F.0060,T3,18-Aug-25,18:34,,19-Aug-25,6:00,18-Aug-25,19:55,F.V.,Large,5,1,,,,,,,No dorsal vertebral line. Similar to 167
MAK.F.2025.08.170,170,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.75,2.61,MAK.F.00,61,MAK.F.0061,T3,18-Aug-25,18:38,P.7872-7875,19-Aug-25,6:03,18-Aug-25,19:59,F.V.,Medium,5,1,,,,,,,
MAK.F.2025.08.171,171,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,42.78,5.61,MAK.F.00,62,MAK.F.0062,T3,18-Aug-25,18:40,P.7876-7878,19-Aug-25,6:04,18-Aug-25,20:01,F.V.,Large,5,1,,,,,,,Dark brown color
MAK.F.2025.08.172,172,Makay,Ampasimaiky,MAK,2025,8,,,Boophis sp.,,Adult,F,48.17,5.29,MAK.F.00,63,MAK.F.0063,T3,18-Aug-25,18:47,P.7879-7881,19-Aug-25,6:05,18-Aug-25,20:03,F.V.,Large,5,1,,,,,,,"Green color with pink saumon leg, Blue edge for the eye"
MAK.F.2025.08.173,173,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,38.87,4.55,MAK.F.00,64,MAK.F.0064,T3,18-Aug-25,18:51,,19-Aug-25,6:06,18-Aug-25,20:08,F.V.,Medium,5,1,,,,,,,Similar to 171
MAK.F.2025.08.174,174,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.73,3.01,MAK.F.00,64,MAK.F.0064,T3,18-Aug-25,18:54,,19-Aug-25,6:06,18-Aug-25,20:11,F.V.,Small,5,1,,,,,,,Similar to 170
MAK.F.2025.08.175,175,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,33.66,3.1,MAK.F.00,65,MAK.F.0065,T3,18-Aug-25,18:59,,19-Aug-25,6:07,18-Aug-25,20:13,F.V.,Small,5,1,,,,,,,Similar to 171
MAK.F.2025.08.176,176,Makay,Ampasimaiky,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,31.24,2.12,MAK.F.00,65,MAK.F.0065,T3,18-Aug-25,18:59,,19-Aug-25,6:07,18-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 168, with dorsal vertebral line"
MAK.F.2025.08.177,177,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,32.65,2.33,MAK.F.00,68,MAK.F.0068,T1,19-Aug-25,18:19,,20-Aug-25,12:26,20-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. Similar to 176"
MAK.F.2025.08.178,178,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,30.09,2.41,MAK.F.00,68,MAK.F.0068,T1,19-Aug-25,18:24,P.8036-8039,20-Aug-25,12:26,20-Aug-25,7:14,F.V.,Small,5,1,,,,,,,
MAK.F.2025.08.179,179,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,31.52,2.79,MAK.F.00,69,MAK.F.0069,T1,19-Aug-25,18:28,,20-Aug-25,12:25,20-Aug-25,7:17,F.V.,Medium,5,1,,,,,,,Similar to 174
MAK.F.2025.08.180,180,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,26.75,1.41,MAK.F.00,70,MAK.F.0070,T1,19-Aug-25,18:33,P.8040-8045,20-Aug-25,12:24,20-Aug-25,NA,NA,NA,5,0,,,,,,,"No blood sampling, too small"
MAK.F.2025.08.181,181,Makay,Andasiberivotsy,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,F,38.23,4.54,MAK.F.00,70,MAK.F.0070,T1,19-Aug-25,18:36,,20-Aug-25,12:24,20-Aug-25,7:23,F.V.,Large,5,1,,,,,,,Similar to 175
MAK.F.2025.08.182,182,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,25.15,1.44,MAK.F.00,71,MAK.F.0071,T1,19-Aug-25,18:41,,20-Aug-25,12:21,20-Aug-25,NA,NA,NA,5,0,,,,,,,"No blood sampling, too small. Similar to 180 "
MAK.F.2025.08.183,183,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,26.79,1.75,MAK.F.00,72,MAK.F.0072,T1,19-Aug-25,18:46,,20-Aug-25,12:21,20-Aug-25,NA,NA,NA,5,0,,,,,,,"No blood sampling, too small. Similar to 180 "
MAK.F.2025.08.184,184,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,30.86,2.34,MAK.F.00,71,MAK.F.0071,T1,19-Aug-25,18:48,,20-Aug-25,12:20,20-Aug-25,7:32,F.V.,Small,5,1,,,,,,,Similar to 180
MAK.F.2025.08.185,185,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,40.74,5.44,MAK.F.00,73,MAK.F.0073,T1,19-Aug-25,18:51,P.8046-8049,20-Aug-25,12:18,20-Aug-25,7:35,F.V.,Large,5,1,,,,,,,Color: dark brown
MAK.F.2025.08.186,186,Makay,Andasiberivotsy,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,M,31.84,2.73,MAK.F.00,73,MAK.F.0073,T1,19-Aug-25,18:54,P.8050-8055,20-Aug-25,12:18,20-Aug-25,7:38,F.V.,Large,5,,,,,,,,
MAK.F.2025.08.187,187,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,27.95,1.96,MAK.F.00,74,MAK.F.0074,T1,19-Aug-25,18:57,,20-Aug-25,12:17,20-Aug-25,NA,NA,NA,5,0,,,,,,,"No blood sampling, too small. Similar to 180 "
MAK.F.2025.08.188,188,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,35.24,3.14,MAK.F.00,74,MAK.F.0074,T1,19-Aug-25,18:59,P.8056-8060,20-Aug-25,12:17,20-Aug-25,7:42,F.V.,Medium,5,1,,,,,,,"Visible eggs after processing, laying during processing"
MAK.F.2025.08.189,189,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,28.22,1.69,MAK.F.00,75,MAK.F.0075,T1,19-Aug-25,19:03,,20-Aug-25,12:15,20-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. With dorsal vertebral line"
MAK.F.2025.08.190,190,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,35.44,3.05,MAK.F.00,76,MAK.F.0076,T1,19-Aug-25,19:05,,20-Aug-25,12:14,20-Aug-25,7:53,F.V.,Medium,5,1,,,,,,,Similar to 185. Dark brown color
MAK.F.2025.08.191,191,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,41.01,4.93,MAK.F.00,76,MAK.F.0076,T1,19-Aug-25,19:07,,20-Aug-25,12:14,20-Aug-25,7:55,F.V.,Large,5,1,,,,,,,Similar to 185
MAK.F.2025.08.192,192,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,F,39.05,4.17,MAK.F.00,77,MAK.F.0077,T1,19-Aug-25,19:10,,20-Aug-25,12:13,20-Aug-25,8:56,F.V.,Large,5,1,,,,,,,Similar to 188
MAK.F.2025.08.193,193,Makay,Andasiberivotsy,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,F,38.03,4.76,MAK.F.00,77,MAK.F.0077,T1,19-Aug-25,19:11,,20-Aug-25,12:13,20-Aug-25,8:59,F.V.,Large,5,1,,,,,,,No vertebral line
MAK.F.2025.08.194,194,Makay,Andasiberivotsy,MAK,2025,8,,,Ptychadena mascareniensis,,Sub-Adult,M,28.52,2.24,MAK.F.00,78,MAK.F.0078,T1,19-Aug-25,19:15,,20-Aug-25,12:12,20-Aug-25,9:02,F.V.,Large,5,1,,,,,,,Fine dorsal vertebral line
MAK.F.2025.08.195,195,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,29.85,2.31,MAK.F.00,79,MAK.F.0079,T1,19-Aug-25,19:17,,20-Aug-25,12:10,20-Aug-25,9:06,F.V.,Small,5,1,,,,,,,Similar to 180
MAK.F.2025.08.196,196,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,M,28.09,2.04,MAK.F.00,79,MAK.F.0079,T1,19-Aug-25,19:17,,20-Aug-25,12:10,20-Aug-25,NA,NA,NA,5,0,,,,,,,"Too small, no blood sampling. With dorsal vertebral line"
MAK.F.2025.08.197,197,Makay,Andasiberivotsy,MAK,2025,8,,,Ptychadena mascareniensis,,Adult,F,38.44,5.54,MAK.F.00,80,MAK.F.0080,T1,19-Aug-25,19:21,,20-Aug-25,12:07,20-Aug-25,9:12,F.V.,Large,5,1,,,,,,,With dorsal vertebral line
MAK.F.2025.08.198,198,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,34.24,2.78,MAK.F.00,81,MAK.F.0081,T1,19-Aug-25,19:24,,20-Aug-25,12:06,20-Aug-25,9:17,F.V.,Small,5,1,,,,,,,Similar to 185
MAK.F.2025.08.199,199,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,32.96,2.53,MAK.F.00,82,MAK.F.0082,T1,19-Aug-25,19:27,,20-Aug-25,12:04,20-Aug-25,9:20,F.V.,Medium,5,1,,,,,,,Similar to 185
MAK.F.2025.08.200,200,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Sub-Adult,F,35.19,3.03,MAK.F.00,82,MAK.F.0082,T1,19-Aug-25,19:27,,20-Aug-25,12:04,20-Aug-25,9:23,F.V.,Small,5,1,,,,,,,Similar to 178
MAK.F.2025.08.201,201,Makay,Andasiberivotsy,MAK,2025,8,,,Mantidactylus sp.,,Adult,M,33.65,2.78,MAK.F.00,82,MAK.F.0082,T1,19-Aug-25,19:27,,20-Aug-25,12:04,20-Aug-25,9:26,F.V.,Small,5,1,,,,,,,Similar to 180
